periode,label,headline,content,predik,created_at,updated_at,sentimen,link,predicted_category
7/20/2024,tribunnews,"IAIN Langsa Tuan Rumah KKN Melayu Serumpun V PTKIN Se-Sumatera, Sebulan di Aceh Timur dan Tamiang",acara ini dibuka rektor iain langsa prof dr ismail fahmi arrauf nasution ma melalui opening cerem,P,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/iain-langsa-tuan-rumah-kkn-melayu-serumpun-v-ptkin-se-sumatera-sebulan-di-aceh-timur-dan-tamiang,22
7/20/2024,tribunnews,"Kajian Aktual Tastafi Banda Aceh Soroti Ketimpangan Zakat, Pajak dan Pembajak",kajian aktual tastafi banda aceh soroti ketimpangan zakat pajak dan pembajak serambinews com banda,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/kajian-aktual-tastafi-banda-aceh-soroti-ketimpangan-zakat-pajak-dan-pembajak,8
7/20/2024,tribunnews,"Hasil Asesmen TAT, 3 Remaja Diamankan Polres Langsa Diduga Pakai Sabu Direkomendasikan Rehabilitasi",ketiga remaja langsa ini direkomendasikan rehabilitasi rawat jalan konseling karena masih berstatu,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/hasil-asesmen-tat-3-remaja-diamankan-polres-langsa-diduga-pakai-sabu-direkomendasikan-rehabilitasi,8
7/20/2024,tribunnews,"Hari Ini Banda Aceh dan Sabang Jadi Daerah Terpanas di Indonesia, Suhu Mencapai 37,9 Derajat Celsius",hari ini banda aceh dan sabang dilaporkan jadi daerah terpanas di indonesia suhu mencapai 37 9 dera,Z1,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/hari-ini-banda-aceh-dan-sabang-jadi-daerah-terpanas-di-indonesia-suhu-mencapai-379-derajat-celsius,8
7/20/2024,tribunnews,"162 Jamaah Haji Tiba di Langsa Dini Hari Tadi, Dua Dirawat di RSUZA",plt kasi phu kemenag kota langsa selaku panitia munawir abdullah ssosi mpd menyebutkan dari 162 j,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/162-jamaah-haji-langsa-dini-hari-ini-tiba-di-langsa-2-jamaah-sakit-dirawat-di-rsuza,4
7/20/2024,tribunnews,"Hadapi Dampak Kekeringan, Mesjid Lampuuk Kini Miliki Sumur dan Lampu Penerangan dari", keuchik bisa menggunakan dana desa untuk pembuatan sumur bor dan setiap gampong bisa mengajukan 1 ,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/hadapi-dampak-kekeringan-mesjid-lampuuk-kini-miliki-sumur-dan-lampu-penerangan-dari,8
7/20/2024,tribunnews,"Sudah Dua Malam Listrik Padam di Tanah Luas, Ekses Angin Kencang di Simpang Rangkaya", belum normal suplai arus listrik ke tanah luas sehingga banyak aktivitas warga terkendala ujar p,,7/21/2024 22:04,7/21/2024 22:04,negatif,https://aceh.tribunnews.com/2024/07/20/sudah-dua-malam-listrik-padam-di-tanah-luas-ekses-angin-kencang-di-simpang-rangkaya,4
7/20/2024,tribunnews,Direktorat Riset Kemendikbudristek RI Visitasi ke Pusat Unggulan Iptek Perguruan Tinggi Unimal, daur ulang plastik menjadi produk saya pikir sangat potensial mengingat beragam produk produk ruma,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/direktorat-riset-kemendikbudristek-ri-visitasi-ke-pusat-unggulan-iptek-perguruan-tinggi-unimal,6
7/20/2024,tribunnews,"Sudah Dua Malam Listrik Padam di Kecamatan Tanah Luas, Aceh Utara, Ekses Angin Kencang",laporan jafaruddin i aceh utara serambinews com lhoksukon suplai arus listrik pln sudah dua malam ,,7/21/2024 22:04,7/21/2024 22:04,negatif,https://aceh.tribunnews.com/2024/07/20/sudah-dua-malam-listrik-padam-di-kecamatan-tanah-luas-aceh-utara-ekses-angin-kencang,6
7/20/2024,tribunnews,Danrem Lilawangsa Intruksikan Anggota Bangun Dapur Umum di Lokasi Bencana Badai,laporan zaki mubarak i lhokseumawe serambinews com aceh utara menerima laporan pasca terjadinya an,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/danrem-lilawangsa-intruksikan-anggota-bangun-dapur-umum-di-lokasi-bencana-badai,22
7/20/2024,tribunnews,Danrem Lilawangsa Bangun 2 Sumur Bor di Dayah Futuhul Mu'arif Al-Aziziyah,laporan zaki mubarak lhokseumawe serambinews com lhokseumawe warga santri dayah futuhul mu arif,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/danrem-lilawangsa-bangun-2-sumur-bor-di-dayah-futuhul-muarif-al-aziziyah,23
7/20/2024,tribunnews,Lima Mahasiswa USK Ciptakan Prototipe Detektor Dini TBC Berbasis Embusan Napas,laporan yarmen dinamika l banda aceh serambinews com lima mahasiswa dari universitas syiah kuala u,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/lima-mahasiswa-usk-ciptakan-prototipe-detektor-dini-tbc-berbasis-embusan-napas,22
7/20/2024,tribunnews,"Hendak Diperjualbelikan, Polisi Tangkap Tiga Pelaku Perdagangan Satwa Dilindungi", setelah diperiksa tim berhasil menemukan seekor orang utan di dalam tas tersebut yang rencananya a,XX,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/hendak-diperjualbelikan-polisi-tangkap-tiga-pelaku-perdagangan-satwa-dilindungi,20
7/20/2024,tribunnews,Anggota DPD Haji Uma Jenguk Korban Luka Bakar Akibat Ledakan Tabung Gas di Meulaboh,laporan sa dul bahri aceh barat serambinews com meulaboh anggota dpd ri h sudirman yang akrab d,,7/21/2024 22:04,7/21/2024 22:04,netral,https://aceh.tribunnews.com/2024/07/20/anggota-dpd-haji-uma-jenguk-korban-luka-bakar-akibat-ledakan-tabung-gas-di-meulaboh,11
